X,causal
"The granules and the pebbles are caused by a magnetic force to collide with one another, thereby resulting in liberation of the oxygen molecules contained in the granules and the pebbles.",False
The results of Al Shabab KSA in the 2007-2008 season are shown in this article.,False
The metacorpora ware misplaced into the isthmus.,False
The document makes reference to three similar incidents.,False
"The governor piled up all the mud into another causeway, in the style of Bai Causeway.",False
His site shows some pottery by well known potters.,False
"A reservation newspaper captured the mood with a headline: ""Wilma Mankiller, Cecelia Babykiller.""",False
Description StyleSearch is a competition to establish the UK's most ethical dressers.,False
His family was originally from the Baltic region.,False
The Catalog of Norwegian Research Institutes and Laboratories is a database containing information on more than 110 R&D performing institutions in the Norwegian Institute Sector.,False
"In his speech, he related his trishaw journey experience to the residents who kept giving him loud applause.",False
The ear of the mouse was used in this study.,False
"Qualifying for the Champions League, and earning the extra revenue from guaranteed television money, is a major goal of top European clubs.",False
"In ""Prologue,"" the youthful scientist splits open a hailstone with a violin string, the only sharp edge available.",False
"In these cases, the disappointment from the purchase is not forgotten over time, but rather accumulates.",True
In 1805 merchants of the city formed a troop of cavalry in Montreal.,False
The operator drained the outfall into the curb.,False
They packed saltpetre into thin-size bamboo sticks.,False
"The streaking was from the penguins doing what all animals do in the forests and woods, etc.",False
Solitaire generates its keystream using a deck of cards.,False
"Once upon a time, the remit of getting a first book published by an unknown author was that you had talent for prose and storytelling, along with promise.",False
"The term ""dung beetle"" or Mistkaefer is in fact used in the novella by the cleaning lady near the end of the story, but it is not used in the narration.",False
"In the Festival Hall's foyer, alongside videos of Birtwistle cooking pasta, is an exhibition of the versatile composer's drawings.",False
This machine has a high-speed semiconductor switch for quick interruption and restart.,False
